f^N,bterm,kterm,t2,t3,t4,t6,t7,t8,t11,t12,t14,t15,t16,t17,t18,t19
3,2D1,2D2,-0.063304,0.0,0.391789,-0.181871,0.0754,0.0,0.0,0.464661,0.0,0.783578,0.482945,-0.168599,0.338062,0.478853
3,2D1,2D1,-0.161624,0.39036,-0.166715,0.652982,0.866278,0.0,-0.411943,-0.11122,0.78072,-0.333431,-0.115596,-0.430457,0.809174,-0.333431
3,2D2,2D1,-0.063304,0.0,0.391789,-0.181871,0.0754,0.0,0.0,0.464661,0.0,0.783578,0.482945,-0.168599,0.338062,0.478853
3,2D2,2D2,-0.294781,-0.036596,0.471728,-0.085085,-0.154224,1.148245,0.308957,0.040444,-0.073193,0.943457,0.299499,-0.425565,-0.26482,-0.40921
3,2F1,2F1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2F1,2F2,0.994987,0.0,0.0,0.0,0.0,0.0,0.0,0.99591,0.0,0.0,0.0,0.0,0.0,0.0
3,2F2,2F1,0.994987,0.0,0.0,0.0,0.0,0.0,0.0,0.99591,0.0,0.0,0.0,0.0,0.0,0.0
3,2F2,2F2,-0.347125,-0.036596,0.198922,0.069256,-0.114847,-0.820175,0.308957,0.778539,-0.073193,0.397843,-0.331026,-0.513613,-0.220684,0.0
3,2G1,2G1,-0.058773,0.39036,0.151559,0.237448,-0.787525,0.0,-0.411943,-0.040444,0.78072,0.303119,-0.042035,0.391324,0.294245,0.303119
3,2G1,2G2,-0.060148,0.0,-0.229081,-0.172804,-0.044087,0.0,0.0,0.441496,0.0,-0.458162,0.458869,0.098581,0.321208,-0.279988
3,2G2,2G1,-0.060148,0.0,-0.229081,-0.172804,-0.044087,0.0,0.0,0.441496,0.0,-0.458162,0.458869,0.098581,0.321208,-0.279988
3,2G2,2G2,-0.26264,-0.036596,-0.360682,0.06195,0.163815,0.323864,0.308957,0.630246,-0.073193,-0.721364,-0.288991,0.633268,-0.161835,0.153891
3,2H1,2H1,0.038569,-0.58554,0.0,0.415534,0.0,0.0,-0.617914,0.070776,-1.17108,0.0,0.220684,0.0,-0.220684,0.0
3,2H1,2H2,0.0,0.0,0.261116,0.0,0.452267,0.0,0.0,0.0,0.0,0.522233,0.0,0.3371,0.0,0.261116
3,2H2,2H2,-0.019285,-0.036596,-0.290732,-0.137446,0.047706,-0.26498,0.308957,-0.56621,-0.073193,-0.581463,0.551709,-0.055312,-0.088273,0.416205
3,2H2,2H1,0.0,0.0,0.261116,0.0,0.452267,0.0,0.0,0.0,0.0,0.522233,0.0,0.3371,0.0,0.261116
3,2I,2I,0.102852,0.39036,-0.040804,-0.415534,0.212026,0.0,-0.411943,0.070776,0.78072,-0.081609,0.073561,-0.105357,-0.514929,-0.081609
3,2K,2K,0.14785,-0.036596,0.266249,-0.012786,0.001767,-0.26498,0.308957,-0.259513,-0.073193,0.532498,0.073561,0.355578,0.102986,-0.538619
3,2L,2L,0.250701,-0.036596,-0.076508,0.063928,-0.026503,0.233805,0.308957,-0.070776,-0.073193,-0.153017,-0.220684,-0.276561,0.220684,0.244827
3,2P,2P,-0.141421,-0.58554,0.0,-1.523624,0.0,0.0,-0.617914,-0.259513,-1.17108,0.0,-0.809174,0.0,0.809174,0.0
3,4D,4D,0.777817,0.09759,-1.167007,0.0,0.0,0.0,-0.308957,-0.519026,-0.048795,0.583503,0.0,0.0,0.0,0.0
3,4F,4F,0.0,-0.87831,0.0,0.0,0.0,0.0,0.926872,0.0,0.439155,0.0,0.0,0.0,0.0,0.0
3,4G,4G,0.282843,0.09759,1.060915,0.0,0.0,0.0,-0.308957,-0.188737,-0.048795,-0.530458,0.0,0.0,0.0,0.0
3,4I,4I,-0.494975,0.09759,-0.285631,0.0,0.0,0.0,-0.308957,0.330289,-0.048795,0.142816,0.0,0.0,0.0,0.0
3,4S,4S,0.0,3.51324,0.0,0.0,0.0,0.0,1.853743,0.0,-1.75662,0.0,0.0,0.0,0.0,0.0
4,1D1,1D3,1.094591,0.0,-0.874118,-0.202886,0.84112,0.0,0.0,0.064794,0.0,-1.748235,0.0,0.0,0.444467,-0.364216
4,1D1,1D4,1.598558,0.0,0.196396,0.079772,0.037796,1.079682,0.0,0.094626,0.0,0.392792,0.0,0.0,-0.413068,-0.065465
4,1D1,1D1,-1.866762,0.0,0.0,0.0,0.0,0.0,0.0,-1.868493,0.0,0.0,0.0,0.0,0.0,0.0
4,1D1,1D2,0.143502,0.894427,-0.381993,0.997446,-0.661631,0.0,0.0,0.008495,1.788854,-0.763985,0.0,0.0,0.132432,-0.381993
4,1D2,1D3,-0.092462,0.0,-0.393418,1.195379,1.1357,0.0,0.0,0.678681,0.0,-0.786836,0.881733,-1.00041,0.246885,-0.794784
4,1D2,1D2,-0.312642,-0.536745,0.229233,-0.734604,-0.324854,0.0,-2.059715,-0.300293,-1.07349,0.458467,-0.794724,0.269036,1.618347,0.333431
4,1D2,1D1,0.143502,0.894427,-0.381993,0.997446,-0.661631,0.0,0.0,0.008495,1.788854,-0.763985,0.0,0.0,0.132432,-0.381993
4,1D2,1D4,0.118153,0.0,-0.032143,0.411258,-0.129904,-0.176705,0.0,-0.867262,0.0,-0.064286,-1.126735,-0.138321,-0.72111,0.028571
4,1D3,1D4,0.0,0.0,-0.459705,0.0,-0.371575,-1.347849,0.0,0.0,0.0,-0.91941,0.0,-0.593477,0.0,-0.735528
4,1D3,1D2,-0.092462,0.0,-0.393418,1.195379,1.1357,0.0,0.0,0.678681,0.0,-0.786836,0.881733,-1.00041,0.246885,-0.794784
4,1D3,1D1,1.094591,0.0,-0.874118,-0.202886,0.84112,0.0,0.0,0.064794,0.0,-1.748235,0.0,0.0,0.444467,-0.364216
4,1D3,1D3,-0.589562,0.402559,0.062518,0.765769,0.370793,-0.382748,-0.617914,0.080887,0.805118,0.125036,-0.299499,-0.953853,1.059282,0.40921
4,1D4,1D1,1.598558,0.0,0.196396,0.079772,0.037796,1.079682,0.0,0.094626,0.0,0.392792,0.0,0.0,-0.413068,-0.065465
4,1D4,1D4,-1.152263,-0.146385,-0.076508,0.114804,0.044172,0.504723,1.235829,2.087899,-0.29277,-0.153017,-0.634466,0.197544,-0.794461,0.0
4,1D4,1D2,0.118153,0.0,-0.032143,0.411258,-0.129904,-0.176705,0.0,-0.867262,0.0,-0.064286,-1.126735,-0.138321,-0.72111,0.028571
4,1D4,1D3,0.0,0.0,-0.459705,0.0,-0.371575,-1.347849,0.0,0.0,0.0,-0.91941,0.0,-0.593477,0.0,-0.735528
4,1F,1F,-0.69425,0.402559,0.198922,-0.623301,0.803932,0.273392,-0.617914,1.557077,0.805118,0.397843,0.331026,-0.513613,0.882735,0.0
4,1G1,1G2,0.052183,0.894427,0.347266,0.362708,0.601482,0.0,0.0,0.003089,1.788854,0.694532,0.0,0.0,0.048157,0.347266
4,1G1,1G3,1.040022,0.0,0.511101,-0.192771,-0.491807,0.0,0.0,0.061564,0.0,1.022203,0.0,0.0,0.422309,0.212959
4,1G1,1G1,-0.678823,0.0,0.0,0.0,0.0,0.0,0.0,-0.679452,0.0,0.0,0.0,0.0,0.0,0.0
4,1G1,1G4,0.82965,0.0,-0.96833,0.041402,-0.186355,-0.420266,0.0,0.049111,0.0,-1.936659,0.0,0.0,-0.214382,0.322777
4,1G2,1G2,-0.113688,-0.536745,-0.208394,-0.267129,0.295322,0.0,-2.059715,-0.109198,-1.07349,-0.416788,-0.288991,-0.244578,0.58849,-0.303119
4,1G2,1G1,0.052183,0.894427,0.347266,0.362708,0.601482,0.0,0.0,0.003089,1.788854,0.694532,0.0,0.0,0.048157,0.347266
4,1G2,1G4,0.061322,0.0,0.15848,0.213443,0.64049,0.068782,0.0,-0.450108,0.0,0.31696,-0.584775,0.68199,-0.374256,-0.140871
4,1G2,1G3,-0.087852,0.0,0.230034,1.135785,-0.66405,0.0,0.0,0.644846,0.0,0.460067,0.837776,0.584945,0.234577,0.464714
4,1G3,1G4,0.0,0.0,-0.046036,0.0,0.310087,-1.040446,0.0,0.0,0.0,-0.092072,0.0,-0.059432,0.0,0.828647
4,1G3,1G2,-0.087852,0.0,0.230034,1.135785,-0.66405,0.0,0.0,0.644846,0.0,0.460067,0.837776,0.584945,0.234577,0.464714
4,1G3,1G3,-0.525279,0.402559,-0.206791,-0.557546,-0.880161,-0.107955,-0.617914,1.260491,0.805118,-0.413582,0.288991,0.831941,0.647339,-0.153891
4,1G3,1G1,1.040022,0.0,0.511101,-0.192771,-0.491807,0.0,0.0,0.061564,0.0,1.022203,0.0,0.0,0.422309,0.212959
4,1G4,1G2,0.061322,0.0,0.15848,0.213443,0.64049,0.068782,0.0,-0.450108,0.0,0.31696,-0.584775,0.68199,-0.374256,-0.140871
4,1G4,1G3,0.0,0.0,-0.046036,0.0,0.310087,-1.040446,0.0,0.0,0.0,-0.092072,0.0,-0.059432,0.0,0.828647
4,1G4,1G4,-0.533544,-0.146385,0.287671,-0.356933,-0.166087,0.818773,1.235829,-0.802131,-0.29277,0.575342,1.360883,-0.742764,-0.58849,0.0
4,1G4,1G1,0.82965,0.0,-0.96833,0.041402,-0.186355,-0.420266,0.0,0.049111,0.0,-1.936659,0.0,0.0,-0.214382,0.322777
4,1H1,1H2,0.0,0.0,0.324337,0.0,0.312094,-0.594346,0.0,0.0,0.0,0.648675,0.0,0.418718,0.0,0.648675
4,1H1,1H1,-0.038569,0.402559,0.125474,1.237012,0.386948,0.088327,-0.617914,-1.13242,0.805118,0.250947,-0.551709,0.482006,0.353094,-0.416205
4,1H2,1H2,-0.69425,-0.146385,0.318275,0.138511,-0.183756,-0.218713,1.235829,1.557077,-0.29277,0.636549,-0.662051,-0.821781,-0.441367,0.0
4,1H2,1H1,0.0,0.0,0.324337,0.0,0.312094,-0.594346,0.0,0.0,0.0,0.648675,0.0,0.418718,0.0,0.648675
4,1I1,1I1,1.187939,0.0,0.0,0.0,0.0,0.0,0.0,1.189041,0.0,0.0,0.0,0.0,0.0,0.0
4,1I1,1I2,-0.09132,0.894427,-0.093495,-0.634738,-0.161938,0.0,0.0,-0.005406,1.788854,-0.186989,0.0,0.0,-0.084275,-0.093495
4,1I1,1I3,0.711556,0.0,0.611944,0.035509,0.117769,-0.593673,0.0,0.04212,0.0,1.223888,0.0,0.0,-0.183866,-0.203981
4,1I2,1I2,0.198954,-0.536745,0.056106,0.467475,-0.07951,0.0,-2.059715,0.191096,-1.07349,0.112212,0.505733,0.065848,-1.029857,0.081609
4,1I2,1I3,0.052593,0.0,-0.100153,0.183061,-0.404763,0.097163,0.0,-0.386039,0.0,-0.200306,-0.501536,-0.430989,-0.320983,0.089025
4,1I2,1I1,-0.09132,0.894427,-0.093495,-0.634738,-0.161938,0.0,0.0,-0.005406,1.788854,-0.186989,0.0,0.0,-0.084275,-0.093495
4,1I3,1I1,0.711556,0.0,0.611944,0.035509,0.117769,-0.593673,0.0,0.04212,0.0,1.223888,0.0,0.0,-0.183866,-0.203981
4,1I3,1I2,0.052593,0.0,-0.100153,0.183061,-0.404763,0.097163,0.0,-0.386039,0.0,-0.200306,-0.501536,-0.430989,-0.320983,0.089025
4,1I3,1I3,-0.409801,-0.146385,-0.55392,0.073784,0.319806,0.093027,1.235829,0.884703,-0.29277,-1.10784,-0.358611,1.430216,-0.26482,0.0
4,1K,1K,0.295699,0.402559,-0.27237,0.115071,-0.945283,0.088327,-0.617914,-0.519026,0.805118,-0.544739,-0.073561,-0.339775,-0.411943,0.538619
4,1L1,1L2,0.0,0.0,0.238627,0.0,-0.413315,-0.347254,0.0,0.0,0.0,0.477255,0.0,0.308067,0.0,-1.193137
4,1L1,1L1,0.501403,0.402559,0.168318,-0.575354,0.609575,-0.077935,-0.617914,-0.141552,0.805118,0.336637,0.220684,0.039509,-0.882735,-0.244827
4,1L2,1L1,0.0,0.0,0.238627,0.0,-0.413315,-0.347254,0.0,0.0,0.0,0.477255,0.0,0.308067,0.0,-1.193137
4,1L2,1L2,0.385695,-0.146385,-0.110172,-0.20457,0.063608,-0.703643,1.235829,-1.415525,-0.29277,-0.220344,0.882735,0.284463,0.176547,0.0
4,1N,1N,0.874241,-0.146385,0.122413,0.159821,-0.070675,0.311741,1.235829,-0.519026,-0.29277,0.244827,-0.514929,-0.31607,0.735612,0.0
4,1S1,1S1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1S1,1S2,3.97995,0.0,0.0,0.0,0.0,0.0,0.0,3.98364,0.0,0.0,0.0,0.0,0.0,0.0
4,1S2,1S1,3.97995,0.0,0.0,0.0,0.0,0.0,0.0,3.98364,0.0,0.0,0.0,0.0,0.0,0.0
4,1S2,1S2,-1.388501,-0.146385,0.795686,0.277022,-0.45939,-3.280699,1.235829,3.114155,-0.29277,1.591373,-1.324102,-2.054454,-0.882735,0.0
4,3D1,3D2,-0.029842,0.0,0.184691,-0.557277,0.604245,0.0,0.0,-0.693637,0.0,-0.861892,-0.113831,-0.079478,0.523624,0.246255
4,3D1,3D1,-0.26264,-1.26867,0.166715,-0.435321,-0.577519,0.0,0.4806,-0.049431,-0.016265,0.194501,0.077064,-0.573943,0.616513,0.222287
4,3D2,3D1,-0.029842,0.0,0.184691,-0.557277,0.604245,0.0,0.0,-0.693637,0.0,-0.861892,-0.113831,-0.079478,0.523624,0.246255
4,3D2,3D2,0.391205,0.012199,-0.816526,0.042873,0.493297,-0.382748,-0.4806,-0.26513,-0.300903,-0.167978,-0.089324,0.128811,0.266222,0.02526
4,3F1,3F1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,3F1,3F2,0.0,-2.34216,0.0,0.0,0.0,0.0,-0.411943,0.0,-0.78072,0.0,0.0,0.0,0.0,0.0
4,3F1,3F3,0.363318,0.0,0.0,0.0,0.0,0.0,0.0,0.868731,0.0,0.0,-0.503953,0.0,0.31497,0.0
4,3F1,3F4,0.0,0.0,-1.17108,0.0,0.0,0.0,0.0,0.0,0.0,-0.39036,0.0,-0.251976,0.0,-0.48795
4,3F2,3F2,0.0,2.83011,0.0,0.0,0.0,0.0,0.755229,0.0,-2.716255,0.0,0.0,0.0,0.0,0.0
4,3F2,3F1,0.0,-2.34216,0.0,0.0,0.0,0.0,-0.411943,0.0,-0.78072,0.0,0.0,0.0,0.0,0.0
4,3F2,3F3,0.01101,0.0,0.0,-1.186139,0.0,0.0,0.0,0.255905,0.0,0.0,0.041996,0.0,0.20998,0.0
4,3F2,3F4,0.0,0.0,0.09759,0.0,-0.845154,0.0,0.0,0.0,0.0,0.03253,0.0,-0.293972,0.0,0.16265
4,3F3,3F4,-0.47875,0.0,1.025645,0.079352,0.13159,0.469871,0.0,-0.14642,0.0,-0.227921,0.228273,-0.441367,0.045655,-0.816717
4,3F3,3F1,0.363318,0.0,0.0,0.0,0.0,0.0,0.0,0.868731,0.0,0.0,-0.503953,0.0,0.31497,0.0
4,3F3,3F3,-0.282843,0.012199,-0.861994,-0.253937,0.191412,0.273392,-0.4806,0.110096,-0.300903,0.044205,-1.042118,-0.057068,-0.294245,-0.353638
4,3F3,3F2,0.01101,0.0,0.0,-1.186139,0.0,0.0,0.0,0.255905,0.0,0.0,0.041996,0.0,0.20998,0.0
4,3F4,3F3,-0.47875,0.0,1.025645,0.079352,0.13159,0.469871,0.0,-0.14642,0.0,-0.227921,0.228273,-0.441367,0.045655,-0.816717
4,3F4,3F2,0.0,0.0,0.09759,0.0,-0.845154,0.0,0.0,0.0,0.0,0.03253,0.0,-0.293972,0.0,0.16265
4,3F4,3F1,0.0,0.0,-1.17108,0.0,0.0,0.0,0.0,0.0,0.0,-0.39036,0.0,-0.251976,0.0,-0.48795
4,3F4,3F4,0.231417,0.19518,-0.016322,0.196047,-0.05654,0.807557,0.137314,-1.226788,0.06506,-0.495094,0.0,-0.014048,-0.647339,0.038084
4,3G1,3G2,-0.028354,0.0,-0.10799,-0.529494,-0.353305,0.0,0.0,-0.659057,0.0,0.503953,-0.108156,0.046471,0.497519,-0.143986
4,3G1,3G3,0.265562,0.0,-0.410891,0.238423,0.079076,0.0,0.0,0.081219,0.0,-0.136964,-0.126623,0.176819,0.506491,-0.410891
4,3G1,3G1,-0.095505,-1.26867,-0.151559,-0.158299,0.525017,0.0,0.4806,-0.017975,-0.016265,-0.176819,0.028023,0.521766,0.224187,-0.202079
4,3G2,3G3,0.409977,0.0,0.39036,-0.067953,0.056344,-0.938872,0.0,0.125387,0.0,0.13012,-0.195481,-0.167984,-0.039096,-0.406625
4,3G2,3G2,-0.255905,0.012199,1.101282,-0.209289,-0.361875,-0.107955,-0.4806,0.107101,-0.300903,0.022442,-0.841284,0.004139,-0.256881,0.316332
4,3G2,3G1,-0.028354,0.0,-0.10799,-0.529494,-0.353305,0.0,0.0,-0.659057,0.0,0.503953,-0.108156,0.046471,0.497519,-0.143986
4,3G3,3G1,0.265562,0.0,-0.410891,0.238423,0.079076,0.0,0.0,0.081219,0.0,-0.136964,-0.126623,0.176819,0.506491,-0.410891
4,3G3,3G3,0.017142,0.19518,-0.530458,-0.018468,0.183756,-0.291618,0.137314,0.241163,0.06506,1.414554,0.310592,-0.456545,-0.006539,0.070728
4,3G3,3G2,0.409977,0.0,0.39036,-0.067953,0.056344,-0.938872,0.0,0.125387,0.0,0.13012,-0.195481,-0.167984,-0.039096,-0.406625
4,3H1,3H2,-0.042426,-0.58554,0.0,0.0,0.0,0.0,0.823886,-0.101446,-0.19518,0.0,0.147122,0.0,0.183903,0.0
4,3H1,3H3,0.0,0.0,-1.321157,0.0,0.0,0.0,0.0,0.0,0.0,-0.440386,0.0,-0.284268,0.0,0.275241
4,3H1,3H4,-0.441588,0.0,0.305788,0.0,0.0,0.0,0.0,-1.055883,0.0,0.101929,-0.30626,-0.13159,0.076565,0.0
4,3H1,3H1,-0.509117,0.0,0.0,0.0,0.0,0.0,0.0,-0.509589,0.0,0.0,0.0,0.0,0.0,0.0
4,3H2,3H1,-0.042426,-0.58554,0.0,0.0,0.0,0.0,0.823886,-0.101446,-0.19518,0.0,0.147122,0.0,0.183903,0.0
4,3H2,3H3,0.0,0.0,0.027524,0.0,-0.715097,0.0,0.0,0.0,0.0,-0.678928,0.0,0.272423,0.0,0.183494
4,3H2,3H2,0.052712,-0.09759,0.0,-0.346278,0.0,0.0,0.137314,0.163572,2.40722,0.0,0.208424,0.0,-0.245204,0.0
4,3H2,3H4,-0.254248,0.0,-0.101929,0.432501,-0.147122,0.0,0.0,0.229184,0.0,-0.033976,-0.280738,0.043863,0.510433,-0.084941
4,3H3,3H1,0.0,0.0,-1.321157,0.0,0.0,0.0,0.0,0.0,0.0,-0.440386,0.0,-0.284268,0.0,0.275241
4,3H3,3H3,0.604255,0.012199,0.011221,0.239731,-0.319806,0.088327,-0.4806,-0.346017,-0.300903,0.212863,0.723352,-0.185252,0.490408,-0.361799
4,3H3,3H2,0.0,0.0,0.027524,0.0,-0.715097,0.0,0.0,0.0,0.0,-0.678928,0.0,0.272423,0.0,0.183494
4,3H3,3H4,0.444371,0.0,-0.700774,-0.073654,-0.053437,0.43613,0.0,0.135906,0.0,1.419177,-0.211881,0.301565,-0.042376,0.0
4,3H4,3H1,-0.441588,0.0,0.305788,0.0,0.0,0.0,0.0,-1.055883,0.0,0.101929,-0.30626,-0.13159,0.076565,0.0
4,3H4,3H3,0.444371,0.0,-0.700774,-0.073654,-0.053437,0.43613,0.0,0.135906,0.0,1.419177,-0.211881,0.301565,-0.042376,0.0
4,3H4,3H2,-0.254248,0.0,-0.101929,0.432501,-0.147122,0.0,0.0,0.229184,0.0,-0.033976,-0.280738,0.043863,0.510433,-0.084941
4,3H4,3H4,0.070711,0.19518,-0.693675,0.050787,-0.004712,-0.572019,0.137314,-0.283105,0.06506,-0.27203,0.085821,-0.597021,-0.186355,0.233945
4,3I1,3I2,0.178145,0.0,0.424052,0.159939,-0.081609,0.0,0.0,0.054484,0.0,0.141351,-0.084941,-0.182483,0.339765,0.424052
4,3I1,3I1,0.167134,-1.26867,0.040804,0.277022,-0.141351,0.0,0.4806,0.031456,-0.016265,0.047605,-0.049041,-0.140475,-0.392327,0.054406
4,3I2,3I1,0.178145,0.0,0.424052,0.159939,-0.081609,0.0,0.0,0.054484,0.0,0.141351,-0.084941,-0.182483,0.339765,0.424052
4,3I2,3I2,-0.077139,0.19518,0.591664,-0.088789,-0.15313,-0.168241,0.137314,0.64485,0.06506,-1.128923,0.220684,0.509224,0.245204,-0.108812
4,3K1,3K1,0.04714,0.012199,0.46211,0.078135,0.308027,0.088327,-0.4806,-0.005243,-0.300903,-0.299913,0.351459,0.271293,0.065388,0.663752
4,3K1,3K2,0.565426,0.0,0.639316,-0.093718,0.05828,0.342757,0.0,0.172929,0.0,-0.964582,-0.269601,-0.275118,-0.05392,-0.145809
4,3K2,3K1,0.565426,0.0,0.639316,-0.093718,0.05828,0.342757,0.0,0.172929,0.0,-0.964582,-0.269601,-0.275118,-0.05392,-0.145809
4,3K2,3K2,0.042855,0.19518,0.791606,0.055404,-0.004712,-0.237517,0.137314,-0.419415,0.06506,0.223064,-0.179816,0.681306,-0.143853,-0.261148
4,3L,3L,-0.295699,0.012199,-0.402944,-0.021309,-0.097179,-0.077935,-0.4806,0.204465,-0.300903,0.146216,0.122602,-0.136086,-0.196163,-0.380841
4,3M,3M,-0.102852,0.19518,-0.387642,-0.053274,0.035338,0.267206,0.137314,0.204465,0.06506,0.176819,-0.318765,-0.333629,0.245204,0.108812
4,3P1,3P3,-0.234521,0.0,-2.111195,0.0,0.0,0.0,0.0,-0.560764,0.0,-0.703732,-0.16265,0.908514,0.040663,0.0
4,3P1,3P1,1.866762,0.0,0.0,0.0,0.0,0.0,0.0,1.868493,0.0,0.0,0.0,0.0,0.0,0.0
4,3P1,3P2,0.155563,-0.58554,0.0,0.0,0.0,0.0,0.823886,0.371968,-0.19518,0.0,-0.539449,0.0,-0.674311,0.0
4,3P2,3P1,0.155563,-0.58554,0.0,0.0,0.0,0.0,0.823886,0.371968,-0.19518,0.0,-0.539449,0.0,-0.674311,0.0
4,3P2,3P3,-0.135027,0.0,0.703732,0.229695,1.015749,0.0,0.0,0.121716,0.0,0.234577,-0.149096,-0.302838,0.271083,0.586443
4,3P2,3P2,-0.193276,-0.09759,0.0,1.269686,0.0,0.0,0.137314,-0.599763,2.40722,0.0,-0.76422,0.0,0.899082,0.0
4,3P3,3P3,-0.079282,0.19518,0.106092,-0.143128,0.061252,1.31228,0.137314,1.184847,0.06506,0.565821,0.715179,0.091309,0.317131,-0.070728
4,3P3,3P2,-0.135027,0.0,0.703732,0.229695,1.015749,0.0,0.0,0.121716,0.0,0.234577,-0.149096,-0.302838,0.271083,0.586443
4,3P3,3P1,-0.234521,0.0,-2.111195,0.0,0.0,0.0,0.0,-0.560764,0.0,-0.703732,-0.16265,0.908514,0.040663,0.0
4,5D,5D,1.555635,-0.09759,1.167007,0.0,0.0,0.0,-0.617914,-1.038052,0.048795,-0.583503,0.0,0.0,0.0,0.0
4,5F,5F,0.0,0.87831,0.0,0.0,0.0,0.0,1.853743,0.0,-0.439155,0.0,0.0,0.0,0.0,0.0
4,5G,5G,0.565685,-0.09759,-1.060915,0.0,0.0,0.0,-0.617914,-0.377473,0.048795,0.530458,0.0,0.0,0.0,0.0
4,5I,5I,-0.989949,-0.09759,0.285631,0.0,0.0,0.0,-0.617914,0.660578,0.048795,-0.142816,0.0,0.0,0.0,0.0
4,5S,5S,0.0,-3.51324,0.0,0.0,0.0,0.0,3.707486,0.0,1.75662,0.0,0.0,0.0,0.0,0.0
5,2D1,2D3,-0.13132,0.9759,0.333431,0.979472,0.0,0.0,0.686572,0.191545,2.76505,0.94472,-0.327523,-0.035871,-0.134862,0.347323
5,2D1,2D4,0.760296,0.0,0.610332,-0.027418,-0.397843,0.0,0.0,-0.71607,0.0,-0.682522,-0.315496,0.008472,0.050965,0.339073
5,2D1,2D5,0.092916,0.0,1.097032,0.018481,0.633372,1.069999,0.0,-0.113669,0.0,1.368341,0.212656,0.685288,-0.184302,-0.104198
5,2D1,2D2,1.36104,0.0,-1.371261,-0.090936,0.0377,0.0,0.0,1.626314,0.0,-0.783578,0.241473,-0.0843,0.169031,0.239427
5,2D1,2D1,-1.19198,-1.36626,0.583503,0.326491,0.433139,0.0,-0.205971,-1.167808,-0.78072,0.333431,-0.057798,-0.215228,0.404587,-0.166715
5,2D2,2D3,0.142434,0.0,0.587683,-0.591081,1.319497,0.0,0.0,-0.077444,0.0,0.522385,-0.603682,0.0843,-0.591608,0.326491
5,2D2,2D4,-0.190635,-0.91032,0.382997,-0.288461,-0.515954,-0.519313,0.853913,0.281483,-0.809174,0.340442,-0.040398,-0.308983,-0.204052,0.486671
5,2D2,2D5,-0.999592,0.0,-1.09037,0.03789,-0.148193,-0.67732,0.0,0.807323,0.0,0.837798,-0.370187,0.421503,0.303553,0.061603
5,2D2,2D2,-1.298964,0.128087,-1.651049,-0.042543,-0.077112,0.574122,0.154479,-1.13242,0.073193,-0.943457,0.14975,-0.212783,-0.13241,-0.204605
5,2D2,2D1,1.36104,0.0,-1.371261,-0.090936,0.0377,0.0,0.0,1.626314,0.0,-0.783578,0.241473,-0.0843,0.169031,0.239427
5,2D3,2D3,-0.343452,-1.07349,0.083358,-0.10883,-0.14438,0.0,-1.304486,-0.599351,1.43132,-0.111144,-0.82844,0.358714,1.406421,0.194501
5,2D3,2D1,-0.13132,0.9759,0.333431,0.979472,0.0,0.0,0.686572,0.191545,2.76505,0.94472,-0.327523,-0.035871,-0.134862,0.347323
5,2D3,2D2,0.142434,0.0,0.587683,-0.591081,1.319497,0.0,0.0,-0.077444,0.0,0.522385,-0.603682,0.0843,-0.591608,0.326491
5,2D3,2D5,0.092916,0.0,0.247717,-0.026695,0.892169,0.0,0.0,-0.113669,0.0,-0.330289,-0.070885,-0.472087,-0.127594,0.387303
5,2D3,2D4,0.147924,0.0,-0.295322,1.229245,0.246284,0.0,0.0,-0.502027,0.0,0.393763,-0.473244,1.042108,0.069166,-0.229695
5,2D4,2D4,-0.463877,-0.860012,-0.20693,-0.186031,-0.164316,-0.434941,0.257464,0.203648,1.146683,0.275907,0.061062,-0.283488,0.837197,0.072335
5,2D4,2D3,0.147924,0.0,-0.295322,1.229245,0.246284,0.0,0.0,-0.502027,0.0,0.393763,-0.473244,1.042108,0.069166,-0.229695
5,2D4,2D1,0.760296,0.0,0.610332,-0.027418,-0.397843,0.0,0.0,-0.71607,0.0,-0.682522,-0.315496,0.008472,0.050965,0.339073
5,2D4,2D2,-0.190635,-0.91032,0.382997,-0.288461,-0.515954,-0.519313,0.853913,0.281483,-0.809174,0.340442,-0.040398,-0.308983,-0.204052,0.486671
5,2D4,2D5,0.036089,0.0,-0.091012,1.023666,0.01823,-0.142954,0.0,0.331715,0.0,0.12135,-0.64737,0.13668,-0.253739,-0.205964
5,2D5,2D4,0.036089,0.0,-0.091012,1.023666,0.01823,-0.142954,0.0,0.331715,0.0,0.12135,-0.64737,0.13668,-0.253739,-0.205964
5,2D5,2D3,0.092916,0.0,0.247717,-0.026695,0.892169,0.0,0.0,-0.113669,0.0,-0.330289,-0.070885,-0.472087,-0.127594,0.387303
5,2D5,2D1,0.092916,0.0,1.097032,0.018481,0.633372,1.069999,0.0,-0.113669,0.0,1.368341,0.212656,0.685288,-0.184302,-0.104198
5,2D5,2D5,-0.590814,0.146385,-0.298243,0.010913,-0.019061,0.382366,0.823886,0.454684,-0.19518,0.397658,0.30762,-0.649859,-0.529641,0.058239
5,2D5,2D2,-0.999592,0.0,-1.09037,0.03789,-0.148193,-0.67732,0.0,0.807323,0.0,0.837798,-0.370187,0.421503,0.303553,0.061603
